"plan_type","HCCI_category","HCCI_subcategory","Year","spending_per_member","OOP_spending_per_member","adjusted_price","adjusted_utilization_per_1000","annual_pct_change_spending_per_member","annual_pct_change_adjusted_price","annual_pct_change_adjusted_utilization_per_1000"
"Non-CDHP","Prescription Drugs","Chemotherapy",2017,"7.565","0.409","159.45","47.446",0.367,0.488,-0.082
"Non-CDHP","Prescription Drugs","Chemotherapy",2014,"0.083","0.003","1,096.06","0.075",0,0,0
"Non-CDHP","Prescription Drugs","Chemotherapy",2015,"0.041","0.002","807.125","0.051",-0.506,-0.264,-0.329
"Non-CDHP","Prescription Drugs","Chemotherapy",2016,"0.003","0","245.414","0.011",-0.933,-0.696,-0.781
"Non-CDHP","Prescription Drugs","Chemotherapy",2017,"0.001","0","76.024","0.008",-0.772,-0.69,-0.264
"Non-CDHP","Prescription Drugs","Devices",2014,"3.345","1.05","36.78","90.94",0,0,0
"Non-CDHP","Prescription Drugs","Devices",2015,"3.916","1.07","41.84","93.595",0.171,0.138,0.029
"Non-CDHP","Prescription Drugs","Devices",2016,"3.902","1.107","41.261","94.566",-0.004,-0.014,0.01
"Non-CDHP","Prescription Drugs","Devices",2017,"4.551","1.132","45.499","100.018",0.166,0.103,0.058
"Non-CDHP","Prescription Drugs","Devices",2014,"0.497","0.055","527.008","0.942",0,0,0
"Non-CDHP","Prescription Drugs","Devices",2015,"0.68","0.058","738.442","0.921",0.369,0.401,-0.023
"Non-CDHP","Prescription Drugs","Devices",2016,"0.582","0.056","791.452","0.735",-0.144,0.072,-0.201
"Non-CDHP","Prescription Drugs","Devices",2017,"0.875","0.07","1,303.74","0.671",0.504,0.647,-0.087
"Non-CDHP","Prescription Drugs","Devices",2014,"0.331","0.031","583.398","0.567",0,0,0
"Non-CDHP","Prescription Drugs","Devices",2015,"0.366","0.039","564.265","0.649",0.107,-0.033,0.145
"Non-CDHP","Prescription Drugs","Devices",2016,"0.395","0.052","551.417","0.716",0.078,-0.023,0.103
"Non-CDHP","Prescription Drugs","Devices",2017,"0.099","0.029","342.001","0.289",-0.75,-0.38,-0.597
"Non-CDHP","Prescription Drugs","Devices",2014,"2.517","0.964","28.149","89.431",0,0,0
"Non-CDHP","Prescription Drugs","Devices",2015,"2.87","0.974","31.184","92.025",0.14,0.108,0.029
"Non-CDHP","Prescription Drugs","Devices",2016,"2.925","0.999","31.413","93.115",0.019,0.007,0.012
"Non-CDHP","Prescription Drugs","Devices",2017,"3.577","1.033","36.108","99.058",0.223,0.149,0.064
"Non-CDHP","Prescription Drugs","Diagnostic",2014,"12.528","1.548","135.249","92.632",0,0,0
"Non-CDHP","Prescription Drugs","Diagnostic",2015,"12.035","1.48","127.127","94.669",-0.039,-0.06,0.022
"Non-CDHP","Prescription Drugs","Diagnostic",2016,"11.652","1.328","134.013","86.948",-0.032,0.054,-0.082
"Non-CDHP","Prescription Drugs","Diagnostic",2017,"10.874","1.211","124.107","87.619",-0.067,-0.074,0.008
"Non-CDHP","Prescription Drugs","Diagnostic",2014,"2.175","0.012","30,315.83","0.072",0,0,0
"Non-CDHP","Prescription Drugs","Diagnostic",2015,"1.515","0.01","30,671.82","0.049",-0.303,0.012,-0.312
"Non-CDHP","Prescription Drugs","Diagnostic",2016,"2.108","0.012","48,495.37","0.043",0.391,0.581,-0.12
"Non-CDHP","Prescription Drugs","Diagnostic",2017,"1.526","0.011","46,718.96","0.033",-0.276,-0.037,-0.249
"Non-CDHP","Prescription Drugs","Diagnostic",2014,"0.001","0","593.966","0.001",0,0,0
"Non-CDHP","Prescription Drugs","Diagnostic",2015,"0.001","0","350.752","0.002",-0.247,-0.409,0.275
"Non-CDHP","Prescription Drugs","Diagnostic",2016,"0.001","0","591.36","0.001",0.056,0.686,-0.374
"Non-CDHP","Prescription Drugs","Diagnostic",2017,"0.001","0","585.332","0.001",0.011,-0.01,0.021
"Non-CDHP","Prescription Drugs","Diagnostic",2014,"10.352","1.536","111.843","92.559",0,0,0
"Non-CDHP","Prescription Drugs","Diagnostic",2015,"10.519","1.47","111.175","94.617",0.016,-0.006,0.022
"Non-CDHP","Prescription Drugs","Diagnostic",2016,"9.543","1.316","109.814","86.904",-0.093,-0.012,-0.082
"Non-CDHP","Prescription Drugs","Diagnostic",2017,"9.347","1.199","106.722","87.585",-0.021,-0.028,0.008
"Non-CDHP","Prescription Drugs","EENT",2014,"21.98","6.729","70.657","311.082",0,0,0
"Non-CDHP","Prescription Drugs","EENT",2015,"20.437","5.677","82.871","246.617",-0.07,0.173,-0.207
"Non-CDHP","Prescription Drugs","EENT",2016,"19.487","5.126","89.685","217.279",-0.047,0.082,-0.119
"Non-CDHP","Prescription Drugs","EENT",2017,"19.953","4.879","88.676","225.007",0.024,-0.011,0.036
"Non-CDHP","Prescription Drugs","EENT",2014,"14.682","3.388","203.238","72.239",0,0,0
"Non-CDHP","Prescription Drugs","EENT",2015,"13.869","2.748","245.942","56.393",-0.055,0.21,-0.219
"Non-CDHP","Prescription Drugs","EENT",2016,"12.215","2.358","282.38","43.258",-0.119,0.148,-0.233
"Non-CDHP","Prescription Drugs","EENT",2017,"12.11","2.186","319.762","37.872",-0.009,0.132,-0.125
"Non-CDHP","Prescription Drugs","EENT",2014,"7.297","3.34","30.555","238.82",0,0,0
"Non-CDHP","Prescription Drugs","EENT",2015,"6.568","2.929","34.528","190.208",-0.1,0.13,-0.204
"Non-CDHP","Prescription Drugs","EENT",2016,"7.271","2.768","41.786","174.01",0.107,0.21,-0.085
"Non-CDHP","Prescription Drugs","EENT",2017,"7.842","2.693","41.91","187.124",0.079,0.003,0.075
"Non-CDHP","Prescription Drugs","EENT",2014,"0.001","0.001","61.717","0.023",0,0,0
"Non-CDHP","Prescription Drugs","EENT",2015,"0.001","0","31.162","0.017",-0.64,-0.495,-0.287
"Non-CDHP","Prescription Drugs","EENT",2016,"0","0","24.811","0.011",-0.493,-0.204,-0.363
"Non-CDHP","Prescription Drugs","EENT",2017,"0","0","25.528","0.01",0.021,0.029,-0.008
"Non-CDHP","Prescription Drugs","Enzymes",2014,"1.014","0.008","13,283.54","0.076",0,0,0
"Non-CDHP","Prescription Drugs","Enzymes",2015,"1.17","0.009","13,548.59","0.086",0.155,0.02,0.132
"Non-CDHP","Prescription Drugs","Enzymes",2016,"2.312","0.016","22,771.62","0.102",0.975,0.681,0.175
"Non-CDHP","Prescription Drugs","Enzymes",2017,"2.689","0.014","28,043.31","0.096",0.163,0.232,-0.055
"Non-CDHP","Prescription Drugs","Enzymes",2014,"0.918","0.006","14,536.81","0.063",0,0,0
"Non-CDHP","Prescription Drugs","Enzymes",2015,"1.026","0.008","14,822.48","0.069",0.118,0.02,0.097
"Non-CDHP","Prescription Drugs","Enzymes",2016,"2.221","0.013","24,352.37","0.091",1.165,0.643,0.318
"Non-CDHP","Prescription Drugs","Enzymes",2017,"2.556","0.011","31,086.83","0.082",0.15,0.277,-0.099
"Non-CDHP","Prescription Drugs","Enzymes",2014,"0.093","0.001","8,077.04","0.011",0,0,0
"Non-CDHP","Prescription Drugs","Enzymes",2015,"0.144","0.001","8,457.54","0.017",0.549,0.047,0.48
"Non-CDHP","Prescription Drugs","Enzymes",2016,"0.09","0.002","8,756.84","0.01",-0.372,0.035,-0.394
"Non-CDHP","Prescription Drugs","Enzymes",2017,"0.134","0.003","9,766.14","0.014",0.484,0.115,0.331
"Non-CDHP","Prescription Drugs","Enzymes",2014,"0.003","0","1,995.71","0.002",0,0,0
"Non-CDHP","Prescription Drugs","Enzymes",2015,"0.001","0","3,520.72","0",-0.815,0.764,-0.895
"Non-CDHP","Prescription Drugs","Gastrointestinal",2014,"40.114","7.699","89.629","447.554",0,0,0
"Non-CDHP","Prescription Drugs","Gastrointestinal",2015,"38.376","6.816","86.59","443.191",-0.043,-0.034,-0.01
"Non-CDHP","Prescription Drugs","Gastrointestinal",2016,"39.517","6.499","90.021","438.976",0.03,0.04,-0.01
"Non-CDHP","Prescription Drugs","Gastrointestinal",2017,"40.341","6.202","90.142","447.524",0.021,0.001,0.019
"Non-CDHP","Prescription Drugs","Gastrointestinal",2014,"30.886","4.049","334.417","92.357",0,0,0
"Non-CDHP","Prescription Drugs","Gastrointestinal",2015,"26.375","3.185","406.65","64.86",-0.146,0.216,-0.298
"Non-CDHP","Prescription Drugs","Gastrointestinal",2016,"27.078","2.882","479.557","56.465",0.027,0.179,-0.129
"Non-CDHP","Prescription Drugs","Gastrointestinal",2017,"27.64","2.644","534.931","51.67",0.021,0.115,-0.085
"Non-CDHP","Prescription Drugs","Gastrointestinal",2014,"9.183","3.642","25.87","354.959",0,0,0
"Non-CDHP","Prescription Drugs","Gastrointestinal",2015,"11.957","3.625","31.621","378.144",0.302,0.222,0.065
"Non-CDHP","Prescription Drugs","Gastrointestinal",2016,"12.419","3.615","32.475","382.434",0.039,0.027,0.011
"Non-CDHP","Prescription Drugs","Gastrointestinal",2017,"12.667","3.557","32.004","395.782",0.02,-0.014,0.035
"Non-CDHP","Prescription Drugs","Gastrointestinal",2014,"0.045","0.008","190.001","0.238",0,0,0
"Non-CDHP","Prescription Drugs","Gastrointestinal",2015,"0.043","0.006","230.413","0.187",-0.044,0.213,-0.212
"Non-CDHP","Prescription Drugs","Gastrointestinal",2016,"0.019","0.002","251.544","0.076",-0.558,0.092,-0.595
"Non-CDHP","Prescription Drugs","Gastrointestinal",2017,"0.034","0.001","479.587","0.072",0.808,0.907,-0.052
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2014,"1.177","0.017","6,166.95","0.191",0,0,0
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2015,"1.64","0.016","9,006.20","0.182",0.393,0.46,-0.046
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2016,"1.799","0.015","9,972.81","0.18",0.097,0.107,-0.01
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2017,"1.687","0.015","10,114.23","0.167",-0.062,0.014,-0.075
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2014,"1.15","0.015","6,693.46","0.172",0,0,0
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2015,"1.572","0.016","9,643.34","0.163",0.367,0.441,-0.051
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2016,"1.706","0.015","10,696.52","0.159",0.085,0.109,-0.022
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2017,"1.56","0.014","10,439.29","0.149",-0.085,-0.024,-0.063
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2014,"0.026","0.001","2,434.82","0.011",0,0,0
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2015,"0.067","0","4,739.32","0.014",1.587,0.946,0.329
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2016,"0.093","0.001","4,834.51","0.019",0.377,0.02,0.35
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2017,"0.127","0.001","7,964.37","0.016",0.369,0.647,-0.169
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2014,"0.002","0.001","198.746","0.008",0,0,0
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2015,"0.001","0","154.758","0.005",-0.55,-0.221,-0.423
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2016,"0","0","180.429","0.002",-0.587,0.166,-0.646
"Non-CDHP","Prescription Drugs","Heavy Metal Antagonists",2017,"0","0","111.411","0.001",-0.488,-0.383,-0.171
"Non-CDHP","Prescription Drugs","Hormones",2014,"159.141","26.291","85.882","1,853.01",0,0,0
"Non-CDHP","Prescription Drugs","Hormones",2015,"182.534","25.312","96.937","1,883.03",0.147,0.129,0.016
"Non-CDHP","Prescription Drugs","Hormones",2016,"202.601","25.597","104.745","1,934.24",0.11,0.081,0.027
"Non-CDHP","Prescription Drugs","Hormones",2017,"223.425","26.006","109.679","2,037.08",0.103,0.047,0.053
"Non-CDHP","Prescription Drugs","Hormones",2014,"128.526","17.371","229.915","559.016",0,0,0
"Non-CDHP","Prescription Drugs","Hormones",2015,"153.694","16.5","279.519","549.852",0.196,0.216,-0.016
"Non-CDHP","Prescription Drugs","Hormones",2016,"171.486","16.554","311.917","549.779",0.116,0.116,0
"Non-CDHP","Prescription Drugs","Hormones",2017,"190.049","17.064","363.837","522.345",0.108,0.166,-0.05
"Non-CDHP","Prescription Drugs","Hormones",2014,"27.747","8.653","21.549","1,287.58",0,0,0
"Non-CDHP","Prescription Drugs","Hormones",2015,"27.782","8.651","20.91","1,328.64",0.001,-0.03,0.032
"Non-CDHP","Prescription Drugs","Hormones",2016,"31.006","8.998","22.425","1,382.67",0.116,0.072,0.041
"Non-CDHP","Prescription Drugs","Hormones",2017,"33.314","8.916","22.01","1,513.55",0.074,-0.018,0.095
"Non-CDHP","Prescription Drugs","Hormones",2014,"2.868","0.266","447.485","6.409",0,0,0
"Non-CDHP","Prescription Drugs","Hormones",2015,"1.058","0.161","233.229","4.536",-0.631,-0.479,-0.292
"Non-CDHP","Prescription Drugs","Hormones",2016,"0.11","0.045","61.284","1.788",-0.896,-0.737,-0.606
"Non-CDHP","Prescription Drugs","Hormones",2017,"0.063","0.025","53.281","1.184",-0.424,-0.131,-0.338
"Non-CDHP","Prescription Drugs","Metabolic",2014,"5.077","1.818","16.278","311.921",0,0,0
"Non-CDHP","Prescription Drugs","Metabolic",2015,"5.782","1.707","18.729","308.737",0.139,0.151,-0.01
"Non-CDHP","Prescription Drugs","Metabolic",2016,"6.265","1.695","20.366","307.639",0.084,0.087,-0.004
"Non-CDHP","Prescription Drugs","Metabolic",2017,"6.331","1.554","19.822","319.398",0.011,-0.027,0.038
"Non-CDHP","Prescription Drugs","Metabolic",2014,"1.956","0.106","315.18","6.207",0,0,0
"Non-CDHP","Prescription Drugs","Metabolic",2015,"2.768","0.1","449.952","6.152",0.415,0.428,-0.009
"Non-CDHP","Prescription Drugs","Metabolic",2016,"3.192","0.094","558.509","5.715",0.153,0.241,-0.071
"Non-CDHP","Prescription Drugs","Metabolic",2017,"2.833","0.092","536.993","5.276",-0.112,-0.039,-0.077
"Non-CDHP","Prescription Drugs","Metabolic",2014,"3.105","1.709","10.159","305.646",0,0,0
"Non-CDHP","Prescription Drugs","Metabolic",2015,"3.002","1.606","9.921","302.542",-0.033,-0.023,-0.01
"Non-CDHP","Prescription Drugs","Metabolic",2016,"3.072","1.601","10.176","301.906",0.024,0.026,-0.002
"Non-CDHP","Prescription Drugs","Metabolic",2017,"3.497","1.463","11.133","314.107",0.138,0.094,0.04
"Non-CDHP","Prescription Drugs","Metabolic",2014,"0.016","0.003","235.198","0.069",0,0,0
"Non-CDHP","Prescription Drugs","Metabolic",2015,"0.013","0.001","295.791","0.043",-0.219,0.258,-0.379
"Non-CDHP","Prescription Drugs","Metabolic",2016,"0.001","0","64.249","0.018",-0.91,-0.783,-0.584
"Non-CDHP","Prescription Drugs","Metabolic",2017,"0.001","0","80.239","0.015",0.055,0.249,-0.155
"Non-CDHP","Prescription Drugs","Miscellaneous",2014,"19.968","2.322","139.779","142.853",0,0,0
"Non-CDHP","Prescription Drugs","Miscellaneous",2015,"22.886","2.174","159.603","143.393",0.146,0.142,0.004
"Non-CDHP","Prescription Drugs","Miscellaneous",2016,"21.147","1.94","152.033","139.095",-0.076,-0.047,-0.03
"Non-CDHP","Prescription Drugs","Miscellaneous",2017,"20.84","1.92","145.167","143.562",-0.015,-0.045,0.032
"Non-CDHP","Prescription Drugs","Miscellaneous",2014,"14.063","1.275","437.333","32.157",0,0,0
"Non-CDHP","Prescription Drugs","Miscellaneous",2015,"14.575","0.987","593.601","24.554",0.036,0.357,-0.236
"Non-CDHP","Prescription Drugs","Miscellaneous",2016,"15.679","0.798","843.486","18.589",0.076,0.421,-0.243
"Non-CDHP","Prescription Drugs","Miscellaneous",2017,"15.785","0.797","910.027","17.345",0.007,0.079,-0.067
"Non-CDHP","Prescription Drugs","Miscellaneous",2014,"3.8","0.852","36.247","104.846",0,0,0
"Non-CDHP","Prescription Drugs","Miscellaneous",2015,"4.847","0.994","42.89","113.02",0.276,0.183,0.078
"Non-CDHP","Prescription Drugs","Miscellaneous",2016,"5.013","1.089","42.468","118.04",0.034,-0.01,0.044
"Non-CDHP","Prescription Drugs","Miscellaneous",2017,"4.932","1.08","39.938","123.485",-0.016,-0.06,0.046
"Non-CDHP","Prescription Drugs","Miscellaneous",2014,"2.104","0.195","359.652","5.85",0,0,0
"Non-CDHP","Prescription Drugs","Miscellaneous",2015,"3.463","0.193","595.221","5.819",0.646,0.655,-0.005
"Non-CDHP","Prescription Drugs","Miscellaneous",2016,"0.455","0.053","184.381","2.466",-0.869,-0.69,-0.576
"Non-CDHP","Prescription Drugs","Miscellaneous",2017,"0.124","0.043","45.461","2.731",-0.727,-0.753,0.108
"Non-CDHP","Prescription Drugs","Respiratory",2014,"35.871","5.884","139.499","257.143",0,0,0
"Non-CDHP","Prescription Drugs","Respiratory",2015,"41.146","5.667","154.962","265.526",0.147,0.111,0.033
"Non-CDHP","Prescription Drugs","Respiratory",2016,"48.013","6.107","173.575","276.612",0.167,0.12,0.042
"Non-CDHP","Prescription Drugs","Respiratory",2017,"54.092","6.546","183.819","294.266",0.127,0.059,0.064
"Non-CDHP","Prescription Drugs","Respiratory",2014,"29.13","3.612","289.953","100.465",0,0,0
"Non-CDHP","Prescription Drugs","Respiratory",2015,"35.249","3.459","345.252","102.095",0.21,0.191,0.016
"Non-CDHP","Prescription Drugs","Respiratory",2016,"42.075","3.834","397.319","105.898",0.194,0.151,0.037
"Non-CDHP","Prescription Drugs","Respiratory",2017,"48.166","4.278","430.477","111.889",0.145,0.083,0.057
"Non-CDHP","Prescription Drugs","Respiratory",2014,"6.637","2.267","42.38","156.609",0,0,0
"Non-CDHP","Prescription Drugs","Respiratory",2015,"5.868","2.206","35.91","163.404",-0.116,-0.153,0.043
"Non-CDHP","Prescription Drugs","Respiratory",2016,"5.937","2.273","34.779","170.708",0.012,-0.031,0.045
"Non-CDHP","Prescription Drugs","Respiratory",2017,"5.926","2.268","32.493","182.371",-0.002,-0.066,0.068
"Non-CDHP","Prescription Drugs","Respiratory",2014,"0.104","0.005","1,513.97","0.069",0,0,0
"Non-CDHP","Prescription Drugs","Respiratory",2015,"0.03","0.001","1,087.96","0.028",-0.71,-0.281,-0.596
"Non-CDHP","Prescription Drugs","Respiratory",2016,"0.001","0","101.602","0.006",-0.979,-0.907,-0.77
"Non-CDHP","Prescription Drugs","Respiratory",2017,"0","0","40.061","0.006",-0.609,-0.606,-0.007
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2014,"65.712","2.332","2,754.80","23.854",0,0,0
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2015,"84.299","2.625","3,308.88","25.476",0.283,0.201,0.068
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2016,"108.585","2.937","3,977.57","27.299",0.288,0.202,0.072
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2017,"133.269","3.523","4,431.01","30.076",0.227,0.114,0.102
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2014,"65.577","2.303","3,120.91","21.012",0,0,0
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2015,"84.082","2.595","3,702.48","22.71",0.282,0.186,0.081
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2016,"108.183","2.902","4,463.57","24.237",0.287,0.206,0.067
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2017,"132.834","3.483","4,973.00","26.711",0.228,0.114,0.102
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2014,"0.135","0.029","47.345","2.841",0,0,0
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2015,"0.217","0.029","78.344","2.767",0.611,0.655,-0.026
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2016,"0.401","0.035","131.057","3.062",0.851,0.673,0.107
"Non-CDHP","Prescription Drugs","Rheumatoid Arthritis",2017,"0.435","0.04","129.211","3.365",0.083,-0.014,0.099
"Non-CDHP","Prescription Drugs","Skin",2014,"48.868","6.123","219.276","222.861",0,0,0
"Non-CDHP","Prescription Drugs","Skin",2015,"59.287","6.62","266.336","222.602",0.213,0.215,-0.001
"Non-CDHP","Prescription Drugs","Skin",2016,"65.749","6.86","305.504","215.214",0.109,0.147,-0.033
"Non-CDHP","Prescription Drugs","Skin",2017,"72.413","6.922","336.529","215.176",0.101,0.102,0
"Non-CDHP","Prescription Drugs","Skin",2014,"24.365","2.424","595.014","40.949",0,0,0
"Non-CDHP","Prescription Drugs","Skin",2015,"29.426","2.614","741.137","39.704",0.208,0.246,-0.03
"Non-CDHP","Prescription Drugs","Skin",2016,"33.603","2.532","987.466","34.029",0.142,0.332,-0.143
"Non-CDHP","Prescription Drugs","Skin",2017,"44.386","2.403","1,415.31","31.361",0.321,0.433,-0.078
"Non-CDHP","Prescription Drugs","Skin",2014,"23.815","3.658","132.111","180.266",0,0,0
"Non-CDHP","Prescription Drugs","Skin",2015,"29.296","3.974","161.58","181.307",0.23,0.223,0.006
"Non-CDHP","Prescription Drugs","Skin",2016,"32.098","4.314","178.691","179.629",0.096,0.106,-0.009
"Non-CDHP","Prescription Drugs","Skin",2017,"27.977","4.504","153.574","182.172",-0.128,-0.141,0.014
"Non-CDHP","Prescription Drugs","Skin",2014,"0.687","0.041","417.705","1.646",0,0,0
"Non-CDHP","Prescription Drugs","Skin",2015,"0.565","0.032","355.279","1.591",-0.178,-0.149,-0.033
"Non-CDHP","Prescription Drugs","Skin",2016,"0.048","0.013","30.895","1.556",-0.915,-0.913,-0.022
"Non-CDHP","Prescription Drugs","Skin",2017,"0.051","0.014","30.769","1.643",0.052,-0.004,0.056
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2014,"3.002","0.596","106.686","28.137",0,0,0
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2015,"2.881","0.535","105.489","27.307",-0.04,-0.011,-0.03
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2016,"3.052","0.543","113.724","26.833",0.059,0.078,-0.017
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2017,"3.203","0.56","116.574","27.476",0.05,0.025,0.024
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2014,"2.078","0.365","213.614","9.729",0,0,0
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2015,"1.888","0.285","244.283","7.73",-0.091,0.144,-0.205
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2016,"2.1","0.286","277.821","7.558",0.112,0.137,-0.022
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2017,"2.254","0.285","309.524","7.283",0.074,0.114,-0.036
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2014,"0.923","0.23","50.165","18.401",0,0,0
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2015,"0.992","0.25","50.686","19.573",0.075,0.01,0.064
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2016,"0.952","0.258","49.378","19.274",-0.041,-0.026,-0.015
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2017,"0.949","0.275","46.986","20.193",-0.003,-0.048,0.048
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2014,"0.001","0","71.413","0.007",0,0,0
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2015,"0","0","59.408","0.004",-0.554,-0.168,-0.463
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2016,"0","0","73.159","0.001",-0.7,0.231,-0.756
"Non-CDHP","Prescription Drugs","Smooth Muscle Relaxants",2017,"0","0","22.104","0.001",-0.762,-0.698,-0.211
"Non-CDHP","Prescription Drugs","Vaccines",2014,"1.456","0.045","1,309.14","1.112",0,0,0
"Non-CDHP","Prescription Drugs","Vaccines",2015,"1.576","0.054","1,315.45","1.198",0.082,0.005,0.077
"Non-CDHP","Prescription Drugs","Vaccines",2016,"1.604","0.055","1,462.85","1.097",0.018,0.112,-0.085
"Non-CDHP","Prescription Drugs","Vaccines",2017,"1.785","0.051","1,536.60","1.162",0.113,0.05,0.059
"Non-CDHP","Prescription Drugs","Vaccines",2014,"1.367","0.045","1,243.50","1.1",0,0,0
"Non-CDHP","Prescription Drugs","Vaccines",2015,"1.516","0.053","1,277.16","1.187",0.109,0.027,0.08
"Non-CDHP","Prescription Drugs","Vaccines",2016,"1.589","0.047","1,570.20","1.012",0.048,0.229,-0.148
"Non-CDHP","Prescription Drugs","Vaccines",2017,"1.761","0.041","1,663.14","1.059",0.109,0.059,0.047
"Non-CDHP","Prescription Drugs","Vaccines",2014,"0.089","0.001","7,021.59","0.013",0,0,0
"Non-CDHP","Prescription Drugs","Vaccines",2015,"0.06","0.001","5,491.19","0.011",-0.326,-0.218,-0.138
"Non-CDHP","Prescription Drugs","Vaccines",2016,"0.016","0.008","182.883","0.085",-0.74,-0.967,6.792
"Non-CDHP","Prescription Drugs","Vaccines",2017,"0.024","0.01","232.466","0.103",0.539,0.271,0.211
"Non-CDHP","Prescription Drugs","Vitamins",2014,"2.818","1.198","22.006","128.073",0,0,0
"Non-CDHP","Prescription Drugs","Vitamins",2015,"3.106","1.173","23.679","131.165",0.102,0.076,0.024
"Non-CDHP","Prescription Drugs","Vitamins",2016,"2.614","1.112","19.974","130.856",-0.158,-0.156,-0.002
"Non-CDHP","Prescription Drugs","Vitamins",2017,"2.537","0.956","18.819","134.828",-0.029,-0.058,0.03
"Non-CDHP","Prescription Drugs","Vitamins",2014,"0.869","0.253","123.565","7.03",0,0,0
"Non-CDHP","Prescription Drugs","Vitamins",2015,"1.055","0.262","149.097","7.074",0.214,0.207,0.006
"Non-CDHP","Prescription Drugs","Vitamins",2016,"1.137","0.251","198.004","5.743",0.078,0.328,-0.188
"Non-CDHP","Prescription Drugs","Vitamins",2017,"1.2","0.247","220.543","5.443",0.056,0.114,-0.052
"Non-CDHP","Prescription Drugs","Vitamins",2014,"1.553","0.926","12.868","120.664",0,0,0
"Non-CDHP","Prescription Drugs","Vitamins",2015,"1.501","0.894","12.127","123.814",-0.033,-0.058,0.026
"Non-CDHP","Prescription Drugs","Vitamins",2016,"1.463","0.859","11.703","125.034",-0.025,-0.035,0.01
"Non-CDHP","Prescription Drugs","Vitamins",2017,"1.333","0.708","10.308","129.342",-0.089,-0.119,0.034
"Non-CDHP","Prescription Drugs","Vitamins",2014,"0.397","0.019","1,049.20","0.378",0,0,0
"Non-CDHP","Prescription Drugs","Vitamins",2015,"0.55","0.017","1,983.30","0.277",0.385,0.89,-0.267
"Non-CDHP","Prescription Drugs","Vitamins",2016,"0.013","0.002","168.436","0.079",-0.976,-0.915,-0.715
"Non-CDHP","Prescription Drugs","Vitamins",2017,"0.004","0.001","82.66","0.043",-0.733,-0.509,-0.457
