"Age","Gender","HCCI_category","HCCI_subcategory","Year","spending_per_member","OOP_spending_per_member","adjusted_price","adjusted_utilization_per_1000","annual_pct_change_spending_per_member","annual_pct_change_adjusted_price","annual_pct_change_adjusted_utilization_per_1000"
"26-44","Male","RX","Respiratory",2014,0.07,0.004,2086.87,0.036,0,0,0
"26-44","Male","RX","Respiratory",2015,0.01,0,691.524,0.009,-0.919,-0.669,-0.756
"26-44","Male","RX","Respiratory",2016,0,0,416.492,0.002,-0.843,-0.398,-0.739
"26-44","Male","RX","Respiratory",2017,0,0,495.588,0.002,0.01,0.19,-0.152
"26-44","Male","RX","Skin",2014,0.58,0.03,638.849,0.905,0,0,0
"26-44","Male","RX","Skin",2015,0.45,0.022,554.538,0.816,-0.218,-0.132,-0.099
"26-44","Male","RX","Skin",2016,0.02,0.006,31.401,0.611,-0.958,-0.943,-0.251
"26-44","Male","RX","Skin",2017,0.02,0.007,27.451,0.717,0.024,-0.126,0.172
"26-44","Male","RX","Smooth Muscle Relaxants",2014,0,0,58.549,0.001,0,0,0
"26-44","Male","RX","Smooth Muscle Relaxants",2015,0,0,178.235,0.002,9.02,2.044,2.292
"26-44","Male","RX","Smooth Muscle Relaxants",2016,0,0,30.09,0,-0.969,-0.831,-0.816
"26-44","Male","RX","Vitamins",2014,0.39,0.015,1842.07,0.209,0,0,0
"26-44","Male","RX","Vitamins",2015,0.5,0.013,2865.13,0.175,0.297,0.555,-0.166
"26-44","Male","RX","Vitamins",2016,0.01,0.001,277.262,0.033,-0.982,-0.903,-0.813
"26-44","Male","RX","Vitamins",2017,0,0,63.041,0.01,-0.929,-0.773,-0.689
"45-54","Female","IP","All Inpatient",2014,1063.71,45.302,21616.19,49.209,0,0,0
"45-54","Female","IP","All Inpatient",2015,1073.07,43.918,22691.74,47.289,0.009,0.05,-0.039
"45-54","Female","IP","All Inpatient",2016,1130.43,42.985,23866.94,47.364,0.053,0.052,0.002
"45-54","Female","IP","All Inpatient",2017,1130.99,42.72,24583.84,46.005,0,0.03,-0.029
"45-54","Female","IP","Hospice",2014,2.69,0.231,5635.73,0.478,0,0,0
"45-54","Female","IP","Hospice",2015,2.74,0.213,5596.58,0.49,0.019,-0.007,0.026
"45-54","Female","IP","Hospice",2016,2.58,0.206,5503.4,0.469,-0.058,-0.017,-0.042
"45-54","Female","IP","Hospice",2017,2.15,0.21,4749.72,0.452,-0.169,-0.137,-0.037
"45-54","Female","IP","Labor/Delivery/Newborns",2014,4.59,0.333,13288.76,0.345,0,0,0
"45-54","Female","IP","Labor/Delivery/Newborns",2015,5.45,0.42,13402.45,0.407,0.189,0.009,0.179
"45-54","Female","IP","Labor/Delivery/Newborns",2016,5.76,0.436,14110.87,0.408,0.057,0.053,0.004
"45-54","Female","IP","Labor/Delivery/Newborns",2017,5.5,0.399,14355.72,0.383,-0.046,0.017,-0.063
"45-54","Female","IP","Medical",2014,349.48,19.652,15816.67,22.096,0,0,0
"45-54","Female","IP","Medical",2015,353.21,18.8,16561.75,21.327,0.011,0.047,-0.035
"45-54","Female","IP","Medical",2016,360.88,18.539,17247.95,20.923,0.022,0.041,-0.019
"45-54","Female","IP","Medical",2017,363.81,18.078,17865.12,20.364,0.008,0.036,-0.027
"45-54","Female","IP","Mental Health",2014,19.77,2.086,8206.98,2.409,0,0,0
"45-54","Female","IP","Mental Health",2015,19.25,2.084,8384.49,2.296,-0.026,0.022,-0.047
"45-54","Female","IP","Mental Health",2016,19.42,1.986,9067.89,2.141,0.009,0.082,-0.067
"45-54","Female","IP","Mental Health",2017,19.4,2.033,9072.92,2.138,-0.001,0.001,-0.001
"45-54","Female","IP","Other",2014,1.6,0.116,9380.84,0.171,0,0,0
"45-54","Female","IP","Other",2015,3.48,0.117,20405.24,0.17,1.17,1.175,-0.003
"45-54","Female","IP","Other",2016,2.91,0.159,17193.35,0.169,-0.164,-0.157,-0.007
"45-54","Female","IP","Other",2017,2.03,0.124,13147.67,0.155,-0.3,-0.235,-0.085
"45-54","Female","IP","SNF",2014,8.39,0.363,6261.7,1.341,0,0,0
"45-54","Female","IP","SNF",2015,7.61,0.356,6010.98,1.266,-0.093,-0.04,-0.056
"45-54","Female","IP","SNF",2016,7.24,0.314,6010.43,1.205,-0.048,0,-0.048
"45-54","Female","IP","SNF",2017,7.26,0.377,6170.41,1.177,0.002,0.027,-0.024
"45-54","Female","IP","Substance Use",2014,11.38,1.625,8711.19,1.306,0,0,0
"45-54","Female","IP","Substance Use",2015,13.06,2.017,9748.32,1.34,0.148,0.119,0.026
"45-54","Female","IP","Substance Use",2016,13.74,2.072,10152.46,1.353,0.052,0.041,0.01
"45-54","Female","IP","Substance Use",2017,16.64,2.292,11802.33,1.41,0.211,0.163,0.042
"45-54","Female","IP","Surgical",2014,665.81,20.896,31608.81,21.064,0,0,0
"45-54","Female","IP","Surgical",2015,668.27,19.911,33085.57,20.198,0.004,0.047,-0.041
"45-54","Female","IP","Surgical",2016,717.91,19.273,34947.78,20.542,0.074,0.056,0.017
"45-54","Female","IP","Surgical",2017,714.2,19.208,35937.54,19.873,-0.005,0.028,-0.033
"45-54","Female","OP","All Outpatient",2014,2127.68,309.241,493.572,4310.78,0,0,0
"45-54","Female","OP","All Outpatient",2015,2203.52,327.664,509.467,4325.15,0.036,0.032,0.004
"45-54","Female","OP","All Outpatient",2016,2352.81,353.606,529.16,4446.32,0.068,0.039,0.028
"45-54","Female","OP","All Outpatient",2017,2476.42,370.492,567.655,4362.54,0.053,0.075,-0.02
"45-54","Female","OP","All Outpatient Procedures",2014,798.33,129.821,205.134,3891.76,0,0,0
"45-54","Female","OP","All Outpatient Procedures",2015,818.87,136.466,208.562,3926.29,0.026,0.017,0.009
"45-54","Female","OP","All Outpatient Procedures",2016,866.16,147.949,213.279,4061.14,0.058,0.023,0.034
"45-54","Female","OP","All Outpatient Procedures",2017,898.41,152.701,234.868,3825.16,0.037,0.101,-0.058
"45-54","Female","OP","Ambulance",2014,32.07,4.511,571.275,56.138,0,0,0
"45-54","Female","OP","Ambulance",2015,34.28,4.743,600.721,57.067,0.069,0.052,0.017
"45-54","Female","OP","Ambulance",2016,36.29,5.053,622.088,58.336,0.059,0.036,0.022
"45-54","Female","OP","Ambulance",2017,37.09,5.148,633.907,58.512,0.022,0.019,0.003
"45-54","Female","OP","DME",2014,59.62,15.362,139.765,426.568,0,0,0
"45-54","Female","OP","DME",2015,61.1,16.012,139.895,436.753,0.025,0.001,0.024
"45-54","Female","OP","DME",2016,63.78,16.991,139.599,456.86,0.044,-0.002,0.046
"45-54","Female","OP","DME",2017,64.98,17.452,142.411,456.299,0.019,0.02,-0.001
"45-54","Female","OP","Lab",2014,98.55,21.53,62.357,1580.38,0,0,0
"45-54","Female","OP","Lab",2015,97.59,21.897,60.368,1616.64,-0.01,-0.032,0.023
"45-54","Female","OP","Lab",2016,111.18,24.714,63.036,1763.76,0.139,0.044,0.091
"45-54","Female","OP","Lab",2017,113.46,26.655,62.421,1817.58,0.02,-0.01,0.031
"45-54","Female","OP","Other Outpatient",2014,223.91,27.577,256.455,873.105,0,0,0
"45-54","Female","OP","Other Outpatient",2015,236.41,30.058,264.899,892.467,0.056,0.033,0.022
"45-54","Female","OP","Other Outpatient",2016,250.31,32.959,264.682,945.703,0.059,-0.001,0.06
"45-54","Female","OP","Other Outpatient",2017,265.91,33.619,274.93,967.204,0.062,0.039,0.023
"45-54","Female","OP","Radiology",2014,384.18,60.841,402.049,955.565,0,0,0
"45-54","Female","OP","Radiology",2015,389.49,63.755,412.232,944.822,0.014,0.025,-0.011
"45-54","Female","OP","Radiology",2016,404.6,68.232,427.161,947.183,0.039,0.036,0.002
"45-54","Female","OP","Radiology",2017,416.96,69.827,531.331,784.754,0.031,0.244,-0.171
"45-54","Female","OP","All Outpatient Visits",2014,1329.35,179.421,3172.5,419.022,0,0,0
"45-54","Female","OP","All Outpatient Visits",2015,1384.65,191.198,3302.78,419.236,0.042,0.041,0.001
"45-54","Female","OP","All Outpatient Visits",2016,1486.66,205.657,3460.42,429.617,0.074,0.048,0.025
"45-54","Female","OP","All Outpatient Visits",2017,1578.01,217.791,3667.47,430.272,0.061,0.06,0.002
"45-54","Female","OP","ER",2014,364.81,69.366,2001.41,182.278,0,0,0
"45-54","Female","OP","ER",2015,400.78,78.855,2106.74,190.236,0.099,0.053,0.044
"45-54","Female","OP","ER",2016,445.14,89.682,2216.72,200.811,0.111,0.052,0.056
"45-54","Female","OP","ER",2017,480.15,98.564,2328.35,206.22,0.079,0.05,0.027
"45-54","Female","OP","Observation",2014,68.93,5.233,2498.12,27.593,0,0,0
"45-54","Female","OP","Observation",2015,68.58,5.428,2519.85,27.218,-0.005,0.009,-0.014
"45-54","Female","OP","Observation",2016,71.13,5.694,2606.3,27.292,0.037,0.034,0.003
"45-54","Female","OP","Observation",2017,80.68,6.304,2788.94,28.929,0.134,0.07,0.06
"45-54","Female","OP","Surgery",2014,895.6,104.822,4282.09,209.151,0,0,0
"45-54","Female","OP","Surgery",2015,915.28,106.914,4410.9,207.505,0.022,0.03,-0.008
"45-54","Female","OP","Surgery",2016,970.38,110.281,4589.86,211.419,0.06,0.041,0.019
"45-54","Female","OP","Surgery",2017,1017.18,112.923,4841.27,210.105,0.048,0.055,-0.006
"45-54","Female","PH","Administered Drugs",2014,336.33,12.955,515.758,652.102,0,0,0
"45-54","Female","PH","Administered Drugs",2015,374.51,14.226,577.818,648.146,0.114,0.12,-0.006
"45-54","Female","PH","Administered Drugs",2016,411.5,15.134,660.6,622.914,0.099,0.143,-0.039
"45-54","Female","PH","Administered Drugs",2017,456.73,17.14,737.033,619.683,0.11,0.116,-0.005
"45-54","Female","PH","Administration of Drugs",2014,32.99,3.503,66.825,493.744,0,0,0
"45-54","Female","PH","Administration of Drugs",2015,35.95,3.699,69.496,517.291,0.09,0.04,0.048
"45-54","Female","PH","Administration of Drugs",2016,36.46,3.864,69.509,524.531,0.014,0,0.014
"45-54","Female","PH","Administration of Drugs",2017,42.93,4.022,81.463,526.959,0.177,0.172,0.005
"45-54","Female","PH","All Professional Services",2014,2490.79,506.777,104.507,23833.7,0,0,0
"45-54","Female","PH","All Professional Services",2015,2580.82,529.927,107.607,23983.85,0.036,0.03,0.006
"45-54","Female","PH","All Professional Services",2016,2680.18,547.905,110.924,24162.17,0.038,0.031,0.007
"45-54","Female","PH","All Professional Services",2017,2786.93,559.807,116.959,23828.39,0.04,0.054,-0.014
"45-54","Female","PH","Anesthesia",2014,150.01,20.487,693.62,216.273,0,0,0
"45-54","Female","PH","Anesthesia",2015,155.09,20.794,709.48,218.597,0.034,0.023,0.011
"45-54","Female","PH","Anesthesia",2016,161.2,20.716,718.361,224.396,0.039,0.013,0.027
"45-54","Female","PH","Anesthesia",2017,165.75,21.24,725.989,228.315,0.028,0.011,0.017
"45-54","Female","PH","ER",2014,78.93,11.431,403.884,195.439,0,0,0
"45-54","Female","PH","ER",2015,86.89,13.445,425.794,204.054,0.101,0.054,0.044
"45-54","Female","PH","ER",2016,93.74,15.106,434.868,215.55,0.079,0.021,0.056
"45-54","Female","PH","ER",2017,96.71,15.743,442.099,218.745,0.032,0.017,0.015
"45-54","Female","PH","Immunizations",2014,7.6,0.19,30.955,245.502,0,0,0
"45-54","Female","PH","Immunizations",2015,8.47,0.198,31.869,265.724,0.114,0.03,0.082
"45-54","Female","PH","Immunizations",2016,9.48,0.223,33.425,283.685,0.12,0.049,0.068
"45-54","Female","PH","Immunizations",2017,9.73,0.213,33.831,287.497,0.026,0.012,0.013
"45-54","Female","PH","Lab",2014,230.88,60.345,31.765,7268.56,0,0,0
"45-54","Female","PH","Lab",2015,241.2,62.124,31.494,7658.63,0.045,-0.009,0.054
"45-54","Female","PH","Lab",2016,226.5,59.032,30.59,7404.54,-0.061,-0.029,-0.033
"45-54","Female","PH","Lab",2017,223.78,58.708,30.081,7439.44,-0.012,-0.017,0.005
"45-54","Female","PH","Office Visits",2014,486.37,147.979,108.073,4500.37,0,0,0
"45-54","Female","PH","Office Visits",2015,504.44,154.648,111.253,4534.21,0.037,0.029,0.008
"45-54","Female","PH","Office Visits",2016,525.75,160.901,114.092,4608.13,0.042,0.026,0.016
"45-54","Female","PH","Office Visits",2017,542.34,165.531,116.513,4654.76,0.032,0.021,0.01
"45-54","Female","PH","Other Services",2014,282.55,51.345,96.398,2931.11,0,0,0
"45-54","Female","PH","Other Services",2015,285.53,54.048,97.376,2932.21,0.011,0.01,0
"45-54","Female","PH","Other Services",2016,308.37,60.218,101.894,3026.35,0.08,0.046,0.032
"45-54","Female","PH","Other Services",2017,320.06,60.988,103.417,3094.87,0.038,0.015,0.023
"45-54","Female","PH","Physical Medicine",2014,125.34,48.83,39.645,3161.64,0,0,0
"45-54","Female","PH","Physical Medicine",2015,126.76,49.792,40.008,3168.3,0.011,0.009,0.002
"45-54","Female","PH","Physical Medicine",2016,130.63,51.224,42.146,3099.34,0.031,0.053,-0.022
"45-54","Female","PH","Physical Medicine",2017,129.66,51.076,43.055,3011.46,-0.007,0.022,-0.028
"45-54","Female","PH","Psychiatry",2014,56.6,20.854,93.395,606.029,0,0,0
"45-54","Female","PH","Psychiatry",2015,57.79,21.12,95.957,602.207,0.021,0.027,-0.006
"45-54","Female","PH","Psychiatry",2016,60.68,22.092,97.861,620.054,0.05,0.02,0.03
"45-54","Female","PH","Psychiatry",2017,62.14,22.282,99.239,626.131,0.024,0.014,0.01
"45-54","Female","PH","Radiology",2014,279.92,53.802,112.078,2497.56,0,0,0
"45-54","Female","PH","Radiology",2015,287.04,57.631,115.783,2479.11,0.025,0.033,-0.007
"45-54","Female","PH","Radiology",2016,291.3,59.366,117.354,2482.2,0.015,0.014,0.001
"45-54","Female","PH","Radiology",2017,305.43,61.16,144.901,2107.85,0.049,0.235,-0.151
"45-54","Female","PH","Surgical",2014,423.25,75.056,397.276,1065.38,0,0,0
"45-54","Female","PH","Surgical",2015,417.16,78.202,397.208,1050.23,-0.014,0,-0.014
"45-54","Female","PH","Surgical",2016,424.58,80.029,400.401,1060.39,0.018,0.008,0.01
"45-54","Female","PH","Surgical",2017,431.69,81.703,408.748,1056.12,0.017,0.021,-0.004
"45-54","Female","RX","All Prescription Drugs",2014,1312.76,254.722,83.579,15706.92,0,0,0
"45-54","Female","RX","All Prescription Drugs",2015,1411.25,244.894,90.116,15660.34,0.075,0.078,-0.003
"45-54","Female","RX","All Prescription Drugs",2016,1517.88,244.234,96.317,15759.22,0.076,0.069,0.006
"45-54","Female","RX","All Prescription Drugs",2017,1602.49,240.317,98.418,16282.48,0.056,0.022,0.033
"45-54","Female","RX","Anti-Infectives",2014,98.06,17.889,171,573.457,0,0,0
"45-54","Female","RX","Anti-Infectives",2015,118.03,18.496,205.588,574.122,0.204,0.202,0.001
"45-54","Female","RX","Anti-Infectives",2016,104.82,17.603,185.394,565.373,-0.112,-0.098,-0.015
"45-54","Female","RX","Anti-Infectives",2017,97.15,16.973,168.696,575.882,-0.073,-0.09,0.019
"45-54","Female","RX","Antihistamines",2014,2.28,0.817,39.604,57.615,0,0,0
"45-54","Female","RX","Antihistamines",2015,1.68,0.736,29.09,57.657,-0.265,-0.265,0.001
"45-54","Female","RX","Antihistamines",2016,1.45,0.76,22.205,65.467,-0.133,-0.237,0.135
"45-54","Female","RX","Antihistamines",2017,1.37,0.664,21.828,62.711,-0.058,-0.017,-0.042
"45-54","Female","RX","Autonomic",2014,32.68,9.385,71.45,457.366,0,0,0
"45-54","Female","RX","Autonomic",2015,36.02,8.993,77.198,466.528,0.102,0.08,0.02
"45-54","Female","RX","Autonomic",2016,38.68,9.265,83.486,463.254,0.074,0.081,-0.007
"45-54","Female","RX","Autonomic",2017,38.04,9.552,80.065,475.163,-0.016,-0.041,0.026
"45-54","Female","RX","Bio Response Modifiers",2014,134.43,4.049,5190.82,25.898,0,0,0
"45-54","Female","RX","Bio Response Modifiers",2015,150.14,4.358,5706.02,26.313,0.117,0.099,0.016
"45-54","Female","RX","Bio Response Modifiers",2016,162.59,4.487,6305.37,25.786,0.083,0.105,-0.02
"45-54","Female","RX","Bio Response Modifiers",2017,175.22,4.693,6828.71,25.659,0.078,0.083,-0.005
"45-54","Female","RX","Blood",2014,18.03,1.835,184.072,97.926,0,0,0
"45-54","Female","RX","Blood",2015,19.04,1.91,193.587,98.339,0.056,0.052,0.004
"45-54","Female","RX","Blood",2016,19.82,2.192,200.31,98.93,0.041,0.035,0.006
"45-54","Female","RX","Blood",2017,23.32,2.517,228.945,101.852,0.177,0.143,0.03
"45-54","Female","RX","Cardiovascular",2014,97.74,33.454,30.16,3240.73,0,0,0
"45-54","Female","RX","Cardiovascular",2015,86.01,29.565,26.734,3217.29,-0.12,-0.114,-0.007
"45-54","Female","RX","Cardiovascular",2016,80.74,28.307,25.002,3229.46,-0.061,-0.065,0.004
"45-54","Female","RX","Cardiovascular",2017,66.67,25.755,19.969,3338.37,-0.174,-0.201,0.034
"45-54","Female","RX","Central Nervous System",2014,296.46,71.468,62.448,4747.33,0,0,0
"45-54","Female","RX","Central Nervous System",2015,271.91,67.436,57.11,4761.09,-0.083,-0.085,0.003
"45-54","Female","RX","Central Nervous System",2016,274.64,67.045,57.031,4815.54,0.01,-0.001,0.011
"45-54","Female","RX","Central Nervous System",2017,257.5,63.812,51.931,4958.48,-0.062,-0.089,0.03
"45-54","Female","RX","Chemotherapy",2014,46.53,2.202,328.946,141.45,0,0,0
"45-54","Female","RX","Chemotherapy",2015,56.78,1.922,395.354,143.624,0.22,0.202,0.015
"45-54","Female","RX","Chemotherapy",2016,75.39,2.123,511.361,147.438,0.328,0.293,0.027
"45-54","Female","RX","Chemotherapy",2017,89.48,1.941,693.174,129.091,0.187,0.356,-0.124
"45-54","Female","RX","Devices",2014,4.16,1.21,37.931,109.709,0,0,0
"45-54","Female","RX","Devices",2015,4.79,1.212,42.575,112.43,0.15,0.122,0.025
"45-54","Female","RX","Devices",2016,4.65,1.251,40.453,114.886,-0.029,-0.05,0.022
"45-54","Female","RX","Devices",2017,5.5,1.317,44.769,122.836,0.183,0.107,0.069
"45-54","Female","RX","Diagnostic",2014,16.66,2.146,143.118,116.404,0,0,0
"45-54","Female","RX","Diagnostic",2015,15.15,2.053,126.397,119.873,-0.091,-0.117,0.03
"45-54","Female","RX","Diagnostic",2016,14.84,1.761,137.083,108.265,-0.02,0.085,-0.097
"45-54","Female","RX","Diagnostic",2017,12.91,1.566,118.908,108.54,-0.13,-0.133,0.003
"45-54","Female","RX","EENT",2014,32.49,10.499,72.155,450.332,0,0,0
"45-54","Female","RX","EENT",2015,29.98,8.688,86.383,347.103,-0.077,0.197,-0.229
"45-54","Female","RX","EENT",2016,29.33,7.943,95.544,307.026,-0.022,0.106,-0.115
"45-54","Female","RX","EENT",2017,30.84,7.966,97.495,316.29,0.051,0.02,0.03
"45-54","Female","RX","Enzymes",2014,1.02,0.014,25617.15,0.04,0,0,0
"45-54","Female","RX","Enzymes",2015,0.59,0.01,12876.16,0.045,-0.424,-0.497,0.146
"45-54","Female","RX","Enzymes",2016,0.77,0.005,15432.72,0.05,0.308,0.199,0.091
"45-54","Female","RX","Enzymes",2017,2.25,0.01,28719.42,0.078,1.937,0.861,0.578
"45-54","Female","RX","Gastrointestinal",2014,62.17,14.16,85.08,730.749,0,0,0
"45-54","Female","RX","Gastrointestinal",2015,59.36,12.712,81.259,730.45,-0.045,-0.045,0
"45-54","Female","RX","Gastrointestinal",2016,61.16,12.181,83.868,729.283,0.03,0.032,-0.002
"45-54","Female","RX","Gastrointestinal",2017,62.67,11.741,84.415,742.351,0.025,0.007,0.018
"45-54","Female","RX","Heavy Metal Antagonists",2014,0.98,0.018,4963.83,0.197,0,0,0
"45-54","Female","RX","Heavy Metal Antagonists",2015,1.02,0.014,7686.07,0.132,0.04,0.548,-0.328
"45-54","Female","RX","Heavy Metal Antagonists",2016,0.94,0.011,8609.5,0.109,-0.08,0.12,-0.179
"45-54","Female","RX","Heavy Metal Antagonists",2017,1.18,0.016,9553.32,0.124,0.262,0.11,0.137
"45-54","Female","RX","Hormones",2014,204.65,53.348,62.402,3279.62,0,0,0
"45-54","Female","RX","Hormones",2015,238.71,53.109,72.129,3309.45,0.166,0.156,0.009
"45-54","Female","RX","Hormones",2016,265.89,53.774,78.94,3368.24,0.114,0.094,0.018
"45-54","Female","RX","Hormones",2017,292.91,54.391,82.899,3533.27,0.102,0.05,0.049
"45-54","Female","RX","Metabolic",2014,7.71,3.455,12.723,606.143,0,0,0
"45-54","Female","RX","Metabolic",2015,8.08,3.231,13.566,595.712,0.048,0.066,-0.017
"45-54","Female","RX","Metabolic",2016,8.65,3.211,14.548,594.315,0.07,0.072,-0.002
"45-54","Female","RX","Metabolic",2017,8.67,2.884,14.155,612.493,0.003,-0.027,0.031
"45-54","Female","RX","Miscellaneous",2014,26.27,2.739,221.374,118.686,0,0,0
"45-54","Female","RX","Miscellaneous",2015,30.06,2.599,260.632,115.324,0.144,0.177,-0.028
"45-54","Female","RX","Miscellaneous",2016,26.69,2.167,251.347,106.176,-0.112,-0.036,-0.079
"45-54","Female","RX","Miscellaneous",2017,27,2.175,247.55,109.063,0.012,-0.015,0.027
"45-54","Female","RX","Respiratory",2014,49.5,9.168,132.792,372.783,0,0,0
"45-54","Female","RX","Respiratory",2015,58.11,8.963,148.23,392.008,0.174,0.116,0.052
"45-54","Female","RX","Respiratory",2016,64.99,9.845,155.95,416.705,0.118,0.052,0.063
"45-54","Female","RX","Respiratory",2017,72.98,10.885,162.326,449.578,0.123,0.041,0.079
"45-54","Female","RX","Rheumatoid Arthritis",2014,112.93,5.474,2560.04,44.114,0,0,0
"45-54","Female","RX","Rheumatoid Arthritis",2015,142.97,6.353,3105.81,46.035,0.266,0.213,0.044
"45-54","Female","RX","Rheumatoid Arthritis",2016,185.82,7.27,3736.12,49.735,0.3,0.203,0.08
"45-54","Female","RX","Rheumatoid Arthritis",2017,230.67,8.61,4200.74,54.911,0.241,0.124,0.104
"45-54","Female","RX","Skin",2014,55.45,8.332,215.834,256.917,0,0,0
"45-54","Female","RX","Skin",2015,69.95,9.569,272.109,257.064,0.261,0.261,0.001
"45-54","Female","RX","Skin",2016,83.66,10.128,330.186,253.381,0.196,0.213,-0.014
"45-54","Female","RX","Skin",2017,93.06,10.221,365.914,254.332,0.112,0.108,0.004
"45-54","Female","RX","Smooth Muscle Relaxants",2014,7.05,1.604,107.222,65.74,0,0,0
"45-54","Female","RX","Smooth Muscle Relaxants",2015,6.65,1.447,105.649,62.931,-0.057,-0.015,-0.043
"45-54","Female","RX","Smooth Muscle Relaxants",2016,6.8,1.445,110.985,61.232,0.022,0.051,-0.027
"45-54","Female","RX","Smooth Muscle Relaxants",2017,7.12,1.445,115.186,61.837,0.048,0.038,0.01
"45-54","Female","RX","Vaccines",2014,2.31,0.065,1744.44,1.322,0,0,0
"45-54","Female","RX","Vaccines",2015,2.52,0.075,1594.72,1.577,0.091,-0.086,0.193
"45-54","Female","RX","Vaccines",2016,2.3,0.07,1679.13,1.367,-0.088,0.053,-0.133
"45-54","Female","RX","Vaccines",2017,2.9,0.078,1956.42,1.48,0.261,0.165,0.083
"45-54","Female","RX","Vitamins",2014,3.19,1.387,14.998,212.386,0,0,0
"45-54","Female","RX","Vitamins",2015,3.73,1.444,16.55,225.248,0.17,0.103,0.061
"45-54","Female","RX","Vitamins",2016,3.29,1.391,13.854,237.196,-0.118,-0.163,0.053
"45-54","Female","RX","Vitamins",2017,3.11,1.107,12.526,248.092,-0.054,-0.096,0.046
"45-54","Female","RX","All Prescription Drugs",2014,914.52,113.585,365.243,2503.88,0,0,0
"45-54","Female","RX","All Prescription Drugs",2015,1016.63,107.15,447.337,2272.62,0.112,0.225,-0.092
"45-54","Female","RX","All Prescription Drugs",2016,1115.32,105.621,522.025,2136.52,0.097,0.167,-0.06
"45-54","Female","RX","All Prescription Drugs",2017,1207.48,103.821,614.406,1965.29,0.083,0.177,-0.08
"45-54","Female","RX","Anti-Infectives",2014,67.74,4.375,1684.65,40.208,0,0,0
"45-54","Female","RX","Anti-Infectives",2015,83.02,4.557,2356.02,35.237,0.226,0.399,-0.124
"45-54","Female","RX","Anti-Infectives",2016,69.51,3.837,2354.19,29.526,-0.163,-0.001,-0.162
"45-54","Female","RX","Anti-Infectives",2017,60.36,2.919,2369.39,25.475,-0.132,0.006,-0.137
"45-54","Female","RX","Antihistamines",2014,0.26,0.089,112.545,2.337,0,0,0
"45-54","Female","RX","Antihistamines",2015,0.22,0.071,115.77,1.895,-0.166,0.029,-0.189
"45-54","Female","RX","Antihistamines",2016,0.22,0.07,107.563,1.995,-0.022,-0.071,0.053
"45-54","Female","RX","Antihistamines",2017,0.19,0.06,94.901,2.031,-0.102,-0.118,0.018
"45-54","Female","RX","Autonomic",2014,17.25,5.18,108.939,158.364,0,0,0
"45-54","Female","RX","Autonomic",2015,19.9,4.948,121.214,164.162,0.153,0.113,0.037
"45-54","Female","RX","Autonomic",2016,20.71,5.183,129.159,160.314,0.041,0.066,-0.023
"45-54","Female","RX","Autonomic",2017,23.68,6.014,144.176,164.221,0.143,0.116,0.024
"45-54","Female","RX","Bio Response Modifiers",2014,134.43,4.049,5190.82,25.898,0,0,0
"45-54","Female","RX","Bio Response Modifiers",2015,149.16,4.352,5716.92,26.09,0.11,0.101,0.007
"45-54","Female","RX","Bio Response Modifiers",2016,160.71,4.473,6336.09,25.364,0.077,0.108,-0.028
"45-54","Female","RX","Bio Response Modifiers",2017,173.1,4.665,6868.53,25.202,0.077,0.084,-0.006
"45-54","Female","RX","Blood",2014,12.71,0.893,614.326,20.683,0,0,0
"45-54","Female","RX","Blood",2015,14.56,1.123,580.2,25.101,0.146,-0.056,0.214
"45-54","Female","RX","Blood",2016,15.13,1.421,499.507,30.281,0.039,-0.139,0.206
"45-54","Female","RX","Blood",2017,18.55,1.781,526.728,35.223,0.227,0.054,0.163
"45-54","Female","RX","Cardiovascular",2014,53.49,11.283,173.087,309.052,0,0,0
"45-54","Female","RX","Cardiovascular",2015,46.45,8.704,192.482,241.333,-0.132,0.112,-0.219
"45-54","Female","RX","Cardiovascular",2016,39.27,6.954,222.252,176.685,-0.155,0.155,-0.268
"45-54","Female","RX","Cardiovascular",2017,20.83,3.733,241.609,86.198,-0.47,0.087,-0.512
"45-54","Female","RX","Central Nervous System",2014,151.26,21.694,388.82,389.027,0,0,0
"45-54","Female","RX","Central Nervous System",2015,141.28,19.152,439.103,321.742,-0.066,0.129,-0.173
"45-54","Female","RX","Central Nervous System",2016,144.85,18.55,482.849,299.98,0.025,0.1,-0.068
"45-54","Female","RX","Central Nervous System",2017,136.26,17.395,523.508,260.285,-0.059,0.084,-0.132
"45-54","Female","RX","Chemotherapy",2014,36.88,0.707,6283.1,5.869,0,0,0
"45-54","Female","RX","Chemotherapy",2015,46.73,0.661,7455.17,6.268,0.267,0.187,0.068
"45-54","Female","RX","Chemotherapy",2016,65.52,0.844,7800.4,8.4,0.402,0.046,0.34
"45-54","Female","RX","Chemotherapy",2017,77.69,0.825,8453.22,9.191,0.186,0.084,0.094
"45-54","Female","RX","Devices",2014,0.9,0.11,613.556,1.464,0,0,0
"45-54","Female","RX","Devices",2015,1.22,0.122,928.09,1.317,0.361,0.513,-0.1
"45-54","Female","RX","Devices",2016,1.09,0.127,903.276,1.204,-0.11,-0.027,-0.086
"45-54","Female","RX","Devices",2017,1.71,0.17,1422.44,1.202,0.572,0.575,-0.002
"45-54","Female","RX","Diagnostic",2014,4.34,0.051,28653.6,0.151,0,0,0
"45-54","Female","RX","Diagnostic",2015,2.5,0.041,26581.77,0.094,-0.425,-0.072,-0.38
"45-54","Female","RX","Diagnostic",2016,3.6,0.032,46274.98,0.078,0.444,0.741,-0.171
