"Year","cbsa_title","state","geo_level","metric_type","moment","service_category","service","index_name","index_value","index_change"
2014,"State-CO","CO","State","Index","Mean","Outpatient","Basket","Price",0.2377473,0.076350912
2015,"State-CO","CO","State","Index","Mean","Outpatient","Basket","Price",0.26057154,0.13480756
2016,"State-CO","CO","State","Index","Mean","Outpatient","Basket","Price",0.28477776,0.19069582
2017,"State-CO","CO","State","Index","Mean","Outpatient","Basket","Price",0.29523271,0.26868981
2014,"State-CT","CT","State","Index","Mean","Outpatient","Basket","Price",0.014962665,0.047054067
2015,"State-CT","CT","State","Index","Mean","Outpatient","Basket","Price",0.01319735,0.082046486
2016,"State-CT","CT","State","Index","Mean","Outpatient","Basket","Price",0.0086821029,0.10898144
2017,"State-CT","CT","State","Index","Mean","Outpatient","Basket","Price",0.013126656,0.17724957
2014,"State-DC","DC","State","Index","Mean","Outpatient","Basket","Price",-0.071271412,0.084719971
2015,"State-DC","DC","State","Index","Mean","Outpatient","Basket","Price",-0.061754581,0.13443106
2016,"State-DC","DC","State","Index","Mean","Outpatient","Basket","Price",-0.052250803,0.17970431
2017,"State-DC","DC","State","Index","Mean","Outpatient","Basket","Price",-0.083404697,0.205847
2014,"State-DE","DE","State","Index","Mean","Outpatient","Basket","Price",-0.024685517,0.037875995
2015,"State-DE","DE","State","Index","Mean","Outpatient","Basket","Price",-0.019315019,0.080346704
2016,"State-DE","DE","State","Index","Mean","Outpatient","Basket","Price",-0.012618167,0.11979067
2017,"State-DE","DE","State","Index","Mean","Outpatient","Basket","Price",-0.078938976,0.10401495
2014,"State-FL","FL","State","Index","Mean","Outpatient","Basket","Price",0.056296278,0.074079707
2015,"State-FL","FL","State","Index","Mean","Outpatient","Basket","Price",0.079129003,0.1359441
2016,"State-FL","FL","State","Index","Mean","Outpatient","Basket","Price",0.091427058,0.18275937
2017,"State-FL","FL","State","Index","Mean","Outpatient","Basket","Price",0.087034896,0.24503054
2014,"State-GA","GA","State","Index","Mean","Outpatient","Basket","Price",-0.016928175,0.065484673
2015,"State-GA","GA","State","Index","Mean","Outpatient","Basket","Price",-0.010632386,0.11007541
2016,"State-GA","GA","State","Index","Mean","Outpatient","Basket","Price",-0.0042829891,0.15013497
2017,"State-GA","GA","State","Index","Mean","Outpatient","Basket","Price",-0.017256999,0.19974147
2014,"State-IA","IA","State","Index","Mean","Outpatient","Basket","Price",-0.18646532,0.048110861
2015,"State-IA","IA","State","Index","Mean","Outpatient","Basket","Price",-0.16987063,0.10715842
2016,"State-IA","IA","State","Index","Mean","Outpatient","Basket","Price",-0.14995548,0.16714214
2017,"State-IA","IA","State","Index","Mean","Outpatient","Basket","Price",-0.16272928,0.21501827
2014,"State-IL","IL","State","Index","Mean","Outpatient","Basket","Price",0.05426389,0.052763671
2015,"State-IL","IL","State","Index","Mean","Outpatient","Basket","Price",0.027169475,0.06183368
2016,"State-IL","IL","State","Index","Mean","Outpatient","Basket","Price",0.014252425,0.079390354
2017,"State-IL","IL","State","Index","Mean","Outpatient","Basket","Price",-0.0032513598,0.12112223
2014,"State-IN","IN","State","Index","Mean","Outpatient","Basket","Price",0.081203341,0.053157538
2015,"State-IN","IN","State","Index","Mean","Outpatient","Basket","Price",0.079381242,0.088412844
2016,"State-IN","IN","State","Index","Mean","Outpatient","Basket","Price",0.080082789,0.12122797
2017,"State-IN","IN","State","Index","Mean","Outpatient","Basket","Price",0.078500308,0.18329217
2014,"State-KS","KS","State","Index","Mean","Outpatient","Basket","Price",-0.0018986323,0.050562743
2015,"State-KS","KS","State","Index","Mean","Outpatient","Basket","Price",-0.0025653122,0.086837575
2016,"State-KS","KS","State","Index","Mean","Outpatient","Basket","Price",-0.023794103,0.095064476
2017,"State-KS","KS","State","Index","Mean","Outpatient","Basket","Price",-0.036785375,0.14197387
2014,"State-KY","KY","State","Index","Mean","Outpatient","Basket","Price",-0.035746843,0.067486346
2015,"State-KY","KY","State","Index","Mean","Outpatient","Basket","Price",-0.088964023,0.044094048
2016,"State-KY","KY","State","Index","Mean","Outpatient","Basket","Price",-0.087369166,0.076756038
2017,"State-KY","KY","State","Index","Mean","Outpatient","Basket","Price",-0.1029339,0.11861711
2014,"State-LA","LA","State","Index","Mean","Outpatient","Basket","Price",-0.20199165,0.012201131
2015,"State-LA","LA","State","Index","Mean","Outpatient","Basket","Price",-0.22605082,0.016259592
2016,"State-LA","LA","State","Index","Mean","Outpatient","Basket","Price",-0.23706996,0.031323753
2017,"State-LA","LA","State","Index","Mean","Outpatient","Basket","Price",-0.21367572,0.12343208
2014,"State-MA","MA","State","Index","Mean","Outpatient","Basket","Price",-0.18316711,0.03088613
2015,"State-MA","MA","State","Index","Mean","Outpatient","Basket","Price",-0.18566957,0.063924916
2016,"State-MA","MA","State","Index","Mean","Outpatient","Basket","Price",-0.19006886,0.089372739
2017,"State-MA","MA","State","Index","Mean","Outpatient","Basket","Price",-0.21572123,0.1148943
2014,"State-MD","MD","State","Index","Mean","Outpatient","Basket","Price",-0.32358381,0.055947073
2015,"State-MD","MD","State","Index","Mean","Outpatient","Basket","Price",-0.32922474,0.084021874
2016,"State-MD","MD","State","Index","Mean","Outpatient","Basket","Price",-0.32863078,0.11696742
2017,"State-MD","MD","State","Index","Mean","Outpatient","Basket","Price",-0.32566917,0.18573311
2014,"State-ME","ME","State","Index","Mean","Outpatient","Basket","Price",-0.11017416,0.034504011
2015,"State-ME","ME","State","Index","Mean","Outpatient","Basket","Price",-0.10290678,0.079686254
2016,"State-ME","ME","State","Index","Mean","Outpatient","Basket","Price",-0.10167574,0.11304113
2017,"State-ME","ME","State","Index","Mean","Outpatient","Basket","Price",-0.12992549,0.13938202
2014,"State-MN","MN","State","Index","Mean","Outpatient","Basket","Price",-0.15111083,0.028074645
2015,"State-MN","MN","State","Index","Mean","Outpatient","Basket","Price",-0.15510173,0.05928034
2016,"State-MN","MN","State","Index","Mean","Outpatient","Basket","Price",-0.15470383,0.091021918
2017,"State-MN","MN","State","Index","Mean","Outpatient","Basket","Price",-0.18641545,0.10984442
2014,"State-MO","MO","State","Index","Mean","Outpatient","Basket","Price",-0.1379776,0.052457228
2015,"State-MO","MO","State","Index","Mean","Outpatient","Basket","Price",-0.10462814,0.1316762
2016,"State-MO","MO","State","Index","Mean","Outpatient","Basket","Price",-0.11671831,0.149307
2017,"State-MO","MO","State","Index","Mean","Outpatient","Basket","Price",-0.10411762,0.23203389
2014,"State-MS","MS","State","Index","Mean","Outpatient","Basket","Price",-0.14032032,0.059893657
2015,"State-MS","MS","State","Index","Mean","Outpatient","Basket","Price",-0.12881981,0.11190186
2016,"State-MS","MS","State","Index","Mean","Outpatient","Basket","Price",-0.12391961,0.15111975
2017,"State-MS","MS","State","Index","Mean","Outpatient","Basket","Price",-0.11156903,0.23377246
2014,"State-NC","NC","State","Index","Mean","Outpatient","Basket","Price",0.0067811832,0.060717188
2015,"State-NC","NC","State","Index","Mean","Outpatient","Basket","Price",0.01850217,0.11085995
2016,"State-NC","NC","State","Index","Mean","Outpatient","Basket","Price",-0.021624086,0.098553441
2017,"State-NC","NC","State","Index","Mean","Outpatient","Basket","Price",-0.038738113,0.14075398
2014,"State-ND","ND","State","Index","Mean","Outpatient","Basket","Price",-0.039825216,0.081902556
2015,"State-ND","ND","State","Index","Mean","Outpatient","Basket","Price",-0.018824184,0.14450453
2016,"State-ND","ND","State","Index","Mean","Outpatient","Basket","Price",-0.057616044,0.13166179
2017,"State-ND","ND","State","Index","Mean","Outpatient","Basket","Price",-0.040086411,0.2183042
2014,"State-NE","NE","State","Index","Mean","Outpatient","Basket","Price",-0.02538541,0.051232029
2015,"State-NE","NE","State","Index","Mean","Outpatient","Basket","Price",-0.0076744361,0.10803299
2016,"State-NE","NE","State","Index","Mean","Outpatient","Basket","Price",-0.026260091,0.11933367
2017,"State-NE","NE","State","Index","Mean","Outpatient","Basket","Price",-0.027270162,0.18179913
2014,"State-NH","NH","State","Index","Mean","Outpatient","Basket","Price",0.053765558,0.040548798
2015,"State-NH","NH","State","Index","Mean","Outpatient","Basket","Price",0.057219308,0.08072792
2016,"State-NH","NH","State","Index","Mean","Outpatient","Basket","Price",0.049513213,0.10447855
2017,"State-NH","NH","State","Index","Mean","Outpatient","Basket","Price",0.0289554,0.14446037
2014,"State-NJ","NJ","State","Index","Mean","Outpatient","Basket","Price",0.16050373,0.037060425
2015,"State-NJ","NJ","State","Index","Mean","Outpatient","Basket","Price",0.16633101,0.078976974
2016,"State-NJ","NJ","State","Index","Mean","Outpatient","Basket","Price",0.21217166,0.15444319
2017,"State-NJ","NJ","State","Index","Mean","Outpatient","Basket","Price",0.2056755,0.21359481
2014,"State-NM","NM","State","Index","Mean","Outpatient","Basket","Price",-0.00074440811,0.081592739
2015,"State-NM","NM","State","Index","Mean","Outpatient","Basket","Price",0.0094619868,0.13112338
2016,"State-NM","NM","State","Index","Mean","Outpatient","Basket","Price",0.03276705,0.19135302
2017,"State-NM","NM","State","Index","Mean","Outpatient","Basket","Price",0.0079389354,0.22887342
2014,"State-NV","NV","State","Index","Mean","Outpatient","Basket","Price",0.21325056,0.10765018
2015,"State-NV","NV","State","Index","Mean","Outpatient","Basket","Price",0.23817667,0.17022014
2016,"State-NV","NV","State","Index","Mean","Outpatient","Basket","Price",0.2565572,0.22260256
2017,"State-NV","NV","State","Index","Mean","Outpatient","Basket","Price",0.25934389,0.29503709
2014,"State-NY","NY","State","Index","Mean","Outpatient","Basket","Price",0.075849049,0.063483864
2015,"State-NY","NY","State","Index","Mean","Outpatient","Basket","Price",0.10230655,0.12801477
2016,"State-NY","NY","State","Index","Mean","Outpatient","Basket","Price",0.13096948,0.19146523
2017,"State-NY","NY","State","Index","Mean","Outpatient","Basket","Price",0.14970782,0.28012627
2014,"State-OH","OH","State","Index","Mean","Outpatient","Basket","Price",-0.02564282,0.058167439
2015,"State-OH","OH","State","Index","Mean","Outpatient","Basket","Price",-0.030017633,0.090518095
2016,"State-OH","OH","State","Index","Mean","Outpatient","Basket","Price",-0.023791494,0.12987322
2017,"State-OH","OH","State","Index","Mean","Outpatient","Basket","Price",-0.050291512,0.16174892
2014,"State-OK","OK","State","Index","Mean","Outpatient","Basket","Price",-0.056236718,0.057037666
2015,"State-OK","OK","State","Index","Mean","Outpatient","Basket","Price",-0.034574106,0.11938417
2016,"State-OK","OK","State","Index","Mean","Outpatient","Basket","Price",-0.032057732,0.15538776
2017,"State-OK","OK","State","Index","Mean","Outpatient","Basket","Price",-0.01506192,0.24257344
2014,"State-OR","OR","State","Index","Mean","Outpatient","Basket","Price",-0.014812732,0.036273673
2015,"State-OR","OR","State","Index","Mean","Outpatient","Basket","Price",-0.011544378,0.076330595
2016,"State-OR","OR","State","Index","Mean","Outpatient","Basket","Price",-0.0070693106,0.11307782
2017,"State-OR","OR","State","Index","Mean","Outpatient","Basket","Price",-0.021566836,0.15923797
2014,"State-PA","PA","State","Index","Mean","Outpatient","Basket","Price",-0.014436304,0.039827783
2015,"State-PA","PA","State","Index","Mean","Outpatient","Basket","Price",-0.064464077,0.021809699
2016,"State-PA","PA","State","Index","Mean","Outpatient","Basket","Price",-0.089150295,0.02417545
2017,"State-PA","PA","State","Index","Mean","Outpatient","Basket","Price",-0.083690129,0.088942222
2014,"State-RI","RI","State","Index","Mean","Outpatient","Basket","Price",-0.033288769,0.054989092
2015,"State-RI","RI","State","Index","Mean","Outpatient","Basket","Price",-0.032667901,0.09284769
2016,"State-RI","RI","State","Index","Mean","Outpatient","Basket","Price",-0.049428996,0.10557113
2017,"State-RI","RI","State","Index","Mean","Outpatient","Basket","Price",-0.048985936,0.16902527
2014,"State-SC","SC","State","Index","Mean","Outpatient","Basket","Price",0.10531077,0.058703549
2015,"State-SC","SC","State","Index","Mean","Outpatient","Basket","Price",0.11466044,0.10526238
2016,"State-SC","SC","State","Index","Mean","Outpatient","Basket","Price",0.12927741,0.15276697
2017,"State-SC","SC","State","Index","Mean","Outpatient","Basket","Price",0.093752146,0.18003432
2014,"State-TN","TN","State","Index","Mean","Outpatient","Basket","Price",-0.072852351,0.069062121
2015,"State-TN","TN","State","Index","Mean","Outpatient","Basket","Price",-0.058747657,0.1235514
2016,"State-TN","TN","State","Index","Mean","Outpatient","Basket","Price",-0.056098204,0.15992998
2017,"State-TN","TN","State","Index","Mean","Outpatient","Basket","Price",-0.068349734,0.21002044
2014,"State-TX","TX","State","Index","Mean","Outpatient","Basket","Price",0.16067478,0.053069524
2015,"State-TX","TX","State","Index","Mean","Outpatient","Basket","Price",0.16842376,0.09743727
2016,"State-TX","TX","State","Index","Mean","Outpatient","Basket","Price",0.19577503,0.15623708
2017,"State-TX","TX","State","Index","Mean","Outpatient","Basket","Price",0.17062733,0.19632976
2014,"State-UT","UT","State","Index","Mean","Outpatient","Basket","Price",-0.15958759,0.074012928
2015,"State-UT","UT","State","Index","Mean","Outpatient","Basket","Price",-0.14089857,0.13656515
2016,"State-UT","UT","State","Index","Mean","Outpatient","Basket","Price",-0.15333779,0.15312968
2017,"State-UT","UT","State","Index","Mean","Outpatient","Basket","Price",-0.17945063,0.18115671
2014,"State-VA","VA","State","Index","Mean","Outpatient","Basket","Price",0.089615136,0.033608165
2015,"State-VA","VA","State","Index","Mean","Outpatient","Basket","Price",0.05720149,0.038181782
2016,"State-VA","VA","State","Index","Mean","Outpatient","Basket","Price",0.043016985,0.054447848
2017,"State-VA","VA","State","Index","Mean","Outpatient","Basket","Price",0.050540987,0.12248762
2014,"State-WA","WA","State","Index","Mean","Outpatient","Basket","Price",0.13174602,0.055029556
2015,"State-WA","WA","State","Index","Mean","Outpatient","Basket","Price",0.1286681,0.089217819
2016,"State-WA","WA","State","Index","Mean","Outpatient","Basket","Price",0.11841987,0.11114682
2017,"State-WA","WA","State","Index","Mean","Outpatient","Basket","Price",0.10002753,0.1550611
2014,"State-WI","WI","State","Index","Mean","Outpatient","Basket","Price",-0.0045506377,0.061176948
2015,"State-WI","WI","State","Index","Mean","Outpatient","Basket","Price",0.0095134499,0.11407281
2016,"State-WI","WI","State","Index","Mean","Outpatient","Basket","Price",0.028776454,0.16880099
2017,"State-WI","WI","State","Index","Mean","Outpatient","Basket","Price",0.014796889,0.2185224
2014,"State-AK","AK","State","Index","Mean","Overall","Basket","Price",0.59216744,0.024825793
2015,"State-AK","AK","State","Index","Mean","Overall","Basket","Price",0.63325411,0.078121111
2016,"State-AK","AK","State","Index","Mean","Overall","Basket","Price",0.6343773,0.11232686
2017,"State-AK","AK","State","Index","Mean","Overall","Basket","Price",0.61910057,0.13508193
2014,"State-AR","AR","State","Index","Mean","Overall","Basket","Price",-0.19123609,0.022038996
2015,"State-AR","AR","State","Index","Mean","Overall","Basket","Price",-0.19674525,0.04100183
2016,"State-AR","AR","State","Index","Mean","Overall","Basket","Price",-0.19333951,0.077842459
2017,"State-AR","AR","State","Index","Mean","Overall","Basket","Price",-0.20084208,0.099943541
2014,"State-AZ","AZ","State","Index","Mean","Overall","Basket","Price",-0.064818725,0.041743681
2015,"State-AZ","AZ","State","Index","Mean","Overall","Basket","Price",-0.065321632,0.067774989
2016,"State-AZ","AZ","State","Index","Mean","Overall","Basket","Price",-0.053951904,0.11428705
2017,"State-AZ","AZ","State","Index","Mean","Overall","Basket","Price",-0.046293363,0.15710282
2014,"State-CA","CA","State","Index","Mean","Overall","Basket","Price",0.30982238,0.03507391
2015,"State-CA","CA","State","Index","Mean","Overall","Basket","Price",0.3238571,0.072883449
2016,"State-CA","CA","State","Index","Mean","Overall","Basket","Price",0.34883481,0.1270327
2017,"State-CA","CA","State","Index","Mean","Overall","Basket","Price",0.36556768,0.17534201
2014,"State-CO","CO","State","Index","Mean","Overall","Basket","Price",0.092829898,0.042280827
2015,"State-CO","CO","State","Index","Mean","Overall","Basket","Price",0.10790399,0.083644398
2016,"State-CO","CO","State","Index","Mean","Overall","Basket","Price",0.11254674,0.121939
2017,"State-CO","CO","State","Index","Mean","Overall","Basket","Price",0.12753052,0.17125799
2014,"State-CT","CT","State","Index","Mean","Overall","Basket","Price",0.094351277,0.045970723
2015,"State-CT","CT","State","Index","Mean","Overall","Basket","Price",0.099185668,0.077423185
2016,"State-CT","CT","State","Index","Mean","Overall","Basket","Price",0.09679433,0.10842618
2017,"State-CT","CT","State","Index","Mean","Overall","Basket","Price",0.10265022,0.1478698
2014,"State-DC","DC","State","Index","Mean","Overall","Basket","Price",-0.030112196,0.034705378
2015,"State-DC","DC","State","Index","Mean","Overall","Basket","Price",-0.016371476,0.076164849
2016,"State-DC","DC","State","Index","Mean","Overall","Basket","Price",-0.012344494,0.11408799
2017,"State-DC","DC","State","Index","Mean","Overall","Basket","Price",-0.011775708,0.14826681
2014,"State-DE","DE","State","Index","Mean","Overall","Basket","Price",-0.024333136,0.031376511
2015,"State-DE","DE","State","Index","Mean","Overall","Basket","Price",-0.011688472,0.071425609
2016,"State-DE","DE","State","Index","Mean","Overall","Basket","Price",-0.019040443,0.09644179
2017,"State-DE","DE","State","Index","Mean","Overall","Basket","Price",-0.0486276,0.095363602
2014,"State-FL","FL","State","Index","Mean","Overall","Basket","Price",-0.0019159399,0.044261169
2015,"State-FL","FL","State","Index","Mean","Overall","Basket","Price",0.0095904088,0.083277456
2016,"State-FL","FL","State","Index","Mean","Overall","Basket","Price",0.0096932314,0.11699248
2017,"State-FL","FL","State","Index","Mean","Overall","Basket","Price",0.021084687,0.16357894
2014,"State-GA","GA","State","Index","Mean","Overall","Basket","Price",-0.010459867,0.036348488
2015,"State-GA","GA","State","Index","Mean","Overall","Basket","Price",0.0026859334,0.076935783
2016,"State-GA","GA","State","Index","Mean","Overall","Basket","Price",0.012561569,0.1212763
2017,"State-GA","GA","State","Index","Mean","Overall","Basket","Price",0.022379348,0.16620944
2014,"State-IA","IA","State","Index","Mean","Overall","Basket","Price",-0.066849701,0.026847785
2015,"State-IA","IA","State","Index","Mean","Overall","Basket","Price",-0.063054249,0.057356402
2016,"State-IA","IA","State","Index","Mean","Overall","Basket","Price",-0.054657195,0.099923782
2017,"State-IA","IA","State","Index","Mean","Overall","Basket","Price",-0.060698945,0.12577438
2014,"State-IL","IL","State","Index","Mean","Overall","Basket","Price",0.037937108,0.030611724
2015,"State-IL","IL","State","Index","Mean","Overall","Basket","Price",0.020520654,0.039198037
2016,"State-IL","IL","State","Index","Mean","Overall","Basket","Price",0.0050530517,0.05519281
2017,"State-IL","IL","State","Index","Mean","Overall","Basket","Price",-0.00020602437,0.081251279
2014,"State-IN","IN","State","Index","Mean","Overall","Basket","Price",-0.0050593126,0.036435127
2015,"State-IN","IN","State","Index","Mean","Overall","Basket","Price",-0.0030427508,0.065059692
2016,"State-IN","IN","State","Index","Mean","Overall","Basket","Price",0.00023558983,0.10170681
2017,"State-IN","IN","State","Index","Mean","Overall","Basket","Price",-0.0018960293,0.13243373
2014,"State-KS","KS","State","Index","Mean","Overall","Basket","Price",-0.064446568,0.025946233
2015,"State-KS","KS","State","Index","Mean","Overall","Basket","Price",-0.066784792,0.049518969
2016,"State-KS","KS","State","Index","Mean","Overall","Basket","Price",-0.087823309,0.057678726
2017,"State-KS","KS","State","Index","Mean","Overall","Basket","Price",-0.092338011,0.084107205
2014,"State-KY","KY","State","Index","Mean","Overall","Basket","Price",-0.10772164,0.043486532
2015,"State-KY","KY","State","Index","Mean","Overall","Basket","Price",-0.12365883,0.05102291
2016,"State-KY","KY","State","Index","Mean","Overall","Basket","Price",-0.13337572,0.071608469
2017,"State-KY","KY","State","Index","Mean","Overall","Basket","Price",-0.12948968,0.10879815
2014,"State-LA","LA","State","Index","Mean","Overall","Basket","Price",-0.1157913,0.02093563
2015,"State-LA","LA","State","Index","Mean","Overall","Basket","Price",-0.13037182,0.029744929
2016,"State-LA","LA","State","Index","Mean","Overall","Basket","Price",-0.14294529,0.046335407
2017,"State-LA","LA","State","Index","Mean","Overall","Basket","Price",-0.13432151,0.088660039
2014,"State-MA","MA","State","Index","Mean","Overall","Basket","Price",0.021500582,0.037410062
2015,"State-MA","MA","State","Index","Mean","Overall","Basket","Price",0.027295774,0.069940977
2016,"State-MA","MA","State","Index","Mean","Overall","Basket","Price",0.028951714,0.10490675
2017,"State-MA","MA","State","Index","Mean","Overall","Basket","Price",0.036004532,0.14594974
2014,"State-MD","MD","State","Index","Mean","Overall","Basket","Price",-0.19437008,0.032639727
2015,"State-MD","MD","State","Index","Mean","Overall","Basket","Price",-0.1920056,0.062121179
2016,"State-MD","MD","State","Index","Mean","Overall","Basket","Price",-0.19485614,0.091202922
2017,"State-MD","MD","State","Index","Mean","Overall","Basket","Price",-0.19266382,0.12709296
2014,"State-ME","ME","State","Index","Mean","Overall","Basket","Price",0.0058683059,0.025893791
2015,"State-ME","ME","State","Index","Mean","Overall","Basket","Price",0.018637804,0.06545116
2016,"State-ME","ME","State","Index","Mean","Overall","Basket","Price",0.021916136,0.10203485
2017,"State-ME","ME","State","Index","Mean","Overall","Basket","Price",0.021967845,0.13524759
2014,"State-MN","MN","State","Index","Mean","Overall","Basket","Price",0.12564716,0.030380404
2015,"State-MN","MN","State","Index","Mean","Overall","Basket","Price",0.13303278,0.063629255
2016,"State-MN","MN","State","Index","Mean","Overall","Basket","Price",0.13668993,0.10016069
2017,"State-MN","MN","State","Index","Mean","Overall","Basket","Price",0.12505001,0.1216548
2014,"State-MO","MO","State","Index","Mean","Overall","Basket","Price",-0.1383253,0.035252843
2015,"State-MO","MO","State","Index","Mean","Overall","Basket","Price",-0.1251926,0.077874072
2016,"State-MO","MO","State","Index","Mean","Overall","Basket","Price",-0.12479723,0.11181
2017,"State-MO","MO","State","Index","Mean","Overall","Basket","Price",-0.12051824,0.15085872
2014,"State-MS","MS","State","Index","Mean","Overall","Basket","Price",-0.10168382,0.029030383
2015,"State-MS","MS","State","Index","Mean","Overall","Basket","Price",-0.10849506,0.047309894
2016,"State-MS","MS","State","Index","Mean","Overall","Basket","Price",-0.11349875,0.073735021
2017,"State-MS","MS","State","Index","Mean","Overall","Basket","Price",-0.11373831,0.10574001
2014,"State-NC","NC","State","Index","Mean","Overall","Basket","Price",0.025728513,0.036396928
2015,"State-NC","NC","State","Index","Mean","Overall","Basket","Price",0.031022964,0.068352342
2016,"State-NC","NC","State","Index","Mean","Overall","Basket","Price",0.0020731343,0.070562199
2017,"State-NC","NC","State","Index","Mean","Overall","Basket","Price",-0.0049465899,0.095045485
2014,"State-ND","ND","State","Index","Mean","Overall","Basket","Price",0.12608328,0.033781733
2015,"State-ND","ND","State","Index","Mean","Overall","Basket","Price",0.16003942,0.092153214
2016,"State-ND","ND","State","Index","Mean","Overall","Basket","Price",0.13137445,0.098205216
2017,"State-ND","ND","State","Index","Mean","Overall","Basket","Price",0.13857548,0.13844551
2014,"State-NE","NE","State","Index","Mean","Overall","Basket","Price",0.064291097,0.027420495
2015,"State-NE","NE","State","Index","Mean","Overall","Basket","Price",0.06009369,0.049505029
2016,"State-NE","NE","State","Index","Mean","Overall","Basket","Price",0.037590969,0.059089772
2017,"State-NE","NE","State","Index","Mean","Overall","Basket","Price",0.04121032,0.094758525
2014,"State-NH","NH","State","Index","Mean","Overall","Basket","Price",0.14644442,0.033588763
2015,"State-NH","NH","State","Index","Mean","Overall","Basket","Price",0.1570448,0.069787271
2016,"State-NH","NH","State","Index","Mean","Overall","Basket","Price",0.15577452,0.1017592
2017,"State-NH","NH","State","Index","Mean","Overall","Basket","Price",0.1637228,0.14271095
2014,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Price",0.10023976,0.035780177
2015,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Price",0.10637254,0.068154633
2016,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Price",0.12079125,0.11563925
2017,"State-NJ","NJ","State","Index","Mean","Overall","Basket","Price",0.13454528,0.16330655
2014,"State-NM","NM","State","Index","Mean","Overall","Basket","Price",0.039342601,0.045567796
2015,"State-NM","NM","State","Index","Mean","Overall","Basket","Price",0.030112537,0.062748797
2016,"State-NM","NM","State","Index","Mean","Overall","Basket","Price",0.036899343,0.10293233
2017,"State-NM","NM","State","Index","Mean","Overall","Basket","Price",0.040269952,0.13980775
2014,"State-NV","NV","State","Index","Mean","Overall","Basket","Price",0.041672032,0.049341109
2015,"State-NV","NV","State","Index","Mean","Overall","Basket","Price",0.053721856,0.088589527
2016,"State-NV","NV","State","Index","Mean","Overall","Basket","Price",0.061986182,0.13115819
2017,"State-NV","NV","State","Index","Mean","Overall","Basket","Price",0.070554383,0.17459053
2014,"State-NY","NY","State","Index","Mean","Overall","Basket","Price",0.12244754,0.053925052
2015,"State-NY","NY","State","Index","Mean","Overall","Basket","Price",0.1534431,0.11068864
2016,"State-NY","NY","State","Index","Mean","Overall","Basket","Price",0.17916025,0.17067219
2017,"State-NY","NY","State","Index","Mean","Overall","Basket","Price",0.20605341,0.23339531
2014,"State-OH","OH","State","Index","Mean","Overall","Basket","Price",-0.063785881,0.041179281
2015,"State-OH","OH","State","Index","Mean","Overall","Basket","Price",-0.059133112,0.073077269
2016,"State-OH","OH","State","Index","Mean","Overall","Basket","Price",-0.056276467,0.10972127
2017,"State-OH","OH","State","Index","Mean","Overall","Basket","Price",-0.062140074,0.13600539
2014,"State-OK","OK","State","Index","Mean","Overall","Basket","Price",-0.095407106,0.030577302
2015,"State-OK","OK","State","Index","Mean","Overall","Basket","Price",-0.095385745,0.056922905
2016,"State-OK","OK","State","Index","Mean","Overall","Basket","Price",-0.094338678,0.09096802
2017,"State-OK","OK","State","Index","Mean","Overall","Basket","Price",-0.08958628,0.12968737
2014,"State-OR","OR","State","Index","Mean","Overall","Basket","Price",0.17758515,0.027780572
2015,"State-OR","OR","State","Index","Mean","Overall","Basket","Price",0.18595503,0.061521482
2016,"State-OR","OR","State","Index","Mean","Overall","Basket","Price",0.18823716,0.096553959
2017,"State-OR","OR","State","Index","Mean","Overall","Basket","Price",0.19628392,0.13719365
2014,"State-PA","PA","State","Index","Mean","Overall","Basket","Price",-0.032386914,0.032919396
2015,"State-PA","PA","State","Index","Mean","Overall","Basket","Price",-0.056842942,0.032526478
2016,"State-PA","PA","State","Index","Mean","Overall","Basket","Price",-0.073258027,0.046025638
2017,"State-PA","PA","State","Index","Mean","Overall","Basket","Price",-0.073418818,0.077308916
2014,"State-RI","RI","State","Index","Mean","Overall","Basket","Price",-0.049465053,0.023942716
2015,"State-RI","RI","State","Index","Mean","Overall","Basket","Price",-0.044739075,0.055314887
2016,"State-RI","RI","State","Index","Mean","Overall","Basket","Price",-0.052187297,0.079565242
2017,"State-RI","RI","State","Index","Mean","Overall","Basket","Price",-0.064711839,0.0973498
2014,"State-SC","SC","State","Index","Mean","Overall","Basket","Price",0.063744694,0.030963158
2015,"State-SC","SC","State","Index","Mean","Overall","Basket","Price",0.065392323,0.058931287
2016,"State-SC","SC","State","Index","Mean","Overall","Basket","Price",0.065795287,0.09219034
2017,"State-SC","SC","State","Index","Mean","Overall","Basket","Price",0.059765019,0.11868393
2014,"State-TN","TN","State","Index","Mean","Overall","Basket","Price",-0.066377282,0.047120702
2015,"State-TN","TN","State","Index","Mean","Overall","Basket","Price",-0.062604614,0.078203224
2016,"State-TN","TN","State","Index","Mean","Overall","Basket","Price",-0.063981928,0.11001376
2017,"State-TN","TN","State","Index","Mean","Overall","Basket","Price",-0.068560176,0.13781646
2014,"State-TX","TX","State","Index","Mean","Overall","Basket","Price",0.054991547,0.031054582
2015,"State-TX","TX","State","Index","Mean","Overall","Basket","Price",0.060911857,0.063321166
2016,"State-TX","TX","State","Index","Mean","Overall","Basket","Price",0.070881866,0.10660604
2017,"State-TX","TX","State","Index","Mean","Overall","Basket","Price",0.066500619,0.13523525
2014,"State-UT","UT","State","Index","Mean","Overall","Basket","Price",-0.089582205,0.044482335
